,method,outcome,weight,year,name
22068,Points,W,88KG,2006,Alexandre “Café” Dantas
22069,Referee Decision,W,88KG,2006,Alexandre “Café” Dantas
22070,Pts: 2x0,L,85KG,2012,Dimitrius Souza
22071,Pts: 7x0,L,85KG,2012,Dimitrius Souza
22072,Referee Decision,L,88KG,2012,Dimitrius Souza
22073,Points,L,ABS,2012,Dimitrius Souza
22074,Choke from back,L,88KG,2013,Dimitrius Souza
22075,Referee Decision,L,ABS,2015,Dimitrius Souza
22076,Adv,L,ABS,2015,Dimitrius Souza
22077,Pts: 2x0,L,94KG,2015,Dimitrius Souza
22078,Armbar,L,94KG,2015,Dimitrius Souza
22079,Pts: 9x0,L,94KG,2015,Dimitrius Souza
22080,"Pts: 2x2, Adv",L,ABS,2015,Dimitrius Souza
22081,Referee Decision,L,94KG,2016,Dimitrius Souza
22082,"Pts: 2x2, Adv",L,94KG,2016,Dimitrius Souza
22083,Toe hold,L,ABS,2016,Dimitrius Souza
22084,Points,L,94KG,2016,Dimitrius Souza
22085,Submission,L,94KG,2016,Dimitrius Souza
22086,Pts: 4x0,L,ABS,2017,Dimitrius Souza
22087,Referee Decision,L,94KG,2017,Dimitrius Souza
22088,Referee Decision,L,ABS,2017,Dimitrius Souza
22089,Bow and arrow,L,ABS,2017,Dimitrius Souza
22090,Triangle,L,94KG,2017,Dimitrius Souza
22091,Bow and arrow,L,ABS,2017,Dimitrius Souza
22092,"Pts: 0x0, Adv",L,ABS,2017,Dimitrius Souza
22093,Pts: 2x0,L,94KG,2017,Dimitrius Souza
22094,Points,L,ABS,2017,Dimitrius Souza
22095,Pts: 2x0,L,95KG,2018,Dimitrius Souza
22096,Botinha,L,94KG,2018,Dimitrius Souza
22097,Pts: 4x0,L,94KG,2018,Dimitrius Souza
22098,Botinha,L,ABS,2018,Dimitrius Souza
22099,Pts: 2x0,L,94KG,2019,Dimitrius Souza
22100,"Pts: 0x0, Adv",L,ABS,2019,Dimitrius Souza
22101,Referee Decision,L,ABS,2019,Dimitrius Souza
22102,Choke from back,L,94KG,2020,Dimitrius Souza
22103,Pts: 2x0,W,85KG,2012,Dimitrius Souza
22104,"Pts: 4x4, Adv",W,85KG,2012,Dimitrius Souza
22105,"Pts: 4x4, Adv",W,85KG,2012,Dimitrius Souza
22106,Pts: 6x4,W,85KG,2012,Dimitrius Souza
22107,Points,W,88KG,2012,Dimitrius Souza
22108,RNC,W,94KG,2012,Dimitrius Souza
22109,N/A,W,94KG,2012,Dimitrius Souza
22110,Points,W,ABS,2012,Dimitrius Souza
22111,N/A,W,ABS,2012,Dimitrius Souza
22112,Points,W,94KG,2012,Dimitrius Souza
22113,N/A,W,94KG,2012,Dimitrius Souza
22114,Submission,W,ABS,2012,Dimitrius Souza
22115,Adv,W,94KG,2013,Dimitrius Souza
22116,Armbar,W,94KG,2013,Dimitrius Souza
22117,Pts: 2x0,W,94KG,2013,Dimitrius Souza
22118,Points,W,94KG,2013,Dimitrius Souza
22119,Referee Decision,W,94KG,2013,Dimitrius Souza
22120,Pts: 14x2,W,ABS,2013,Dimitrius Souza
22121,"Pts: 0x0, Adv",W,94KG,2014,Dimitrius Souza
22122,Adv,W,94KG,2014,Dimitrius Souza
22123,N/A,W,94KG,2014,Dimitrius Souza
22124,Armbar,W,ABS,2014,Dimitrius Souza
22125,Pts: 2x0,W,94KG,2014,Dimitrius Souza
22126,Choke from back,W,ABS,2015,Dimitrius Souza
22127,N/A,W,94KG,2015,Dimitrius Souza
22128,Referee Decision,W,94KG,2015,Dimitrius Souza
22129,N/A,W,94KG,2015,Dimitrius Souza
22130,N/A,W,94KG,2015,Dimitrius Souza
22131,N/A,W,ABS,2015,Dimitrius Souza
22132,Points,W,94KG,2015,Dimitrius Souza
22133,Pts: 8x0,W,100KG,2015,Dimitrius Souza
22134,Adv,W,ABS,2015,Dimitrius Souza
22135,Adv,W,ABS,2015,Dimitrius Souza
22136,Submission,W,ABS,2015,Dimitrius Souza
22137,Pts: 6x0,W,ABS,2015,Dimitrius Souza
22138,Choke from back,W,94KG,2015,Dimitrius Souza
22139,Points,W,94KG,2015,Dimitrius Souza
22140,Pts: 7x0,W,ABS,2015,Dimitrius Souza
22141,Choke from back,W,94KG,2015,Dimitrius Souza
22142,Injury,W,94KG,2015,Dimitrius Souza
22143,DQ,W,94KG,2016,Dimitrius Souza
22144,Choke,W,94KG,2016,Dimitrius Souza
22145,"Pts: 0x0, Adv",W,94KG,2016,Dimitrius Souza
22146,Choke from back,W,94KG,2016,Dimitrius Souza
22147,Points,W,ABS,2016,Dimitrius Souza
22148,Pts: 2x0,W,ABS,2016,Dimitrius Souza
22149,Points,W,91KG,2016,Dimitrius Souza
22150,RNC,W,ABS,2016,Dimitrius Souza
22151,Choke,W,94KG,2016,Dimitrius Souza
22152,Pts: 5x0,W,94KG,2016,Dimitrius Souza
22153,N/A,W,94KG,2016,Dimitrius Souza
22154,Points,W,ABS,2016,Dimitrius Souza
22155,RNC,W,91KG,2016,Dimitrius Souza
22156,Points,W,91KG,2016,Dimitrius Souza
22157,Points,W,91KG,2016,Dimitrius Souza
22158,Points,W,ABS,2016,Dimitrius Souza
22159,Points,W,ABS,2016,Dimitrius Souza
22160,Points,W,ABS,2016,Dimitrius Souza
22161,Points,W,94KG,2016,Dimitrius Souza
22162,Points,W,94KG,2016,Dimitrius Souza
22163,Choke from back,W,94KG,2016,Dimitrius Souza
22164,Points,W,94KG,2017,Dimitrius Souza
22165,Points,W,94KG,2017,Dimitrius Souza
22166,N/A,W,ABS,2017,Dimitrius Souza
22167,"Pts: 0x0, Adv",W,94KG,2017,Dimitrius Souza
22168,Armbar,W,94KG,2017,Dimitrius Souza
22169,N/A,W,94KG,2017,Dimitrius Souza
22170,Armbar,W,94KG,2017,Dimitrius Souza
22171,N/A,W,ABS,2017,Dimitrius Souza
22172,N/A,W,ABS,2017,Dimitrius Souza
22173,N/A,W,94KG,2017,Dimitrius Souza
22174,N/A,W,94KG,2017,Dimitrius Souza
22175,Submission,W,94KG,2017,Dimitrius Souza
22176,N/A,W,94KG,2017,Dimitrius Souza
22177,N/A,W,ABS,2017,Dimitrius Souza
22178,Pts: 8x0,W,94KG,2017,Dimitrius Souza
22179,Pts: 6x4,W,94KG,2017,Dimitrius Souza
22180,N/A,W,94KG,2017,Dimitrius Souza
22181,Points,W,94KG,2017,Dimitrius Souza
22182,Points,W,ABS,2017,Dimitrius Souza
22183,Points,W,ABS,2017,Dimitrius Souza
22184,N/A,W,94KG,2017,Dimitrius Souza
22185,Pts: 4x2,W,94KG,2017,Dimitrius Souza
22186,Points,W,94KG,2017,Dimitrius Souza
22187,Points,W,94KG,2017,Dimitrius Souza
22188,N/A,W,ABS,2017,Dimitrius Souza
22189,Armbar,W,ABS,2017,Dimitrius Souza
22190,Submission,W,94KG,2017,Dimitrius Souza
22191,Armbar,W,94KG,2017,Dimitrius Souza
22192,Submission,W,ABS,2017,Dimitrius Souza
22193,Armbar,W,ABS,2017,Dimitrius Souza
22194,Points,W,ABS,2017,Dimitrius Souza
22195,Submission,W,94KG,2017,Dimitrius Souza
22196,N/A,W,94KG,2017,Dimitrius Souza
22197,N/A,W,ABS,2017,Dimitrius Souza
22198,Triangle,W,ABS,2017,Dimitrius Souza
22199,Pts: 7x0,W,94KG,2017,Dimitrius Souza
22200,Pts: 2x0,W,94KG,2017,Dimitrius Souza
22201,Armbar,W,94KG,2017,Dimitrius Souza
22202,Submission,W,94KG,2017,Dimitrius Souza
22203,Points,W,ABS,2017,Dimitrius Souza
22204,N/A,W,ABS,2017,Dimitrius Souza
22205,Points,W,ABS,2017,Dimitrius Souza
22206,Pts: 3x0,W,95KG,2018,Dimitrius Souza
22207,Choke,W,94KG,2018,Dimitrius Souza
22208,Submission,W,94KG,2018,Dimitrius Souza
22209,Points,W,94KG,2018,Dimitrius Souza
22210,Points,W,94KG,2018,Dimitrius Souza
22211,Points,W,94KG,2019,Dimitrius Souza
22212,Choke from back,W,94KG,2019,Dimitrius Souza
22213,Referee Decision,W,94KG,2019,Dimitrius Souza
22214,Armbar,W,94KG,2019,Dimitrius Souza
22215,Referee Decision,W,94KG,2019,Dimitrius Souza
22216,Armbar,W,ABS,2019,Dimitrius Souza
22217,"Pts: 2x2, Adv",W,94KG,2020,Dimitrius Souza
22218,Referee Decision,L,88KG,2003,David Terrell
22219,Pts: 2x0,W,ABS,2002,David Terrell
22220,Points,W,ABS,2002,David Terrell
22221,Heel hook,W,ABS,2002,David Terrell
22222,N/A,W,ABS,2002,David Terrell
22223,Points,W,88KG,2003,David Terrell
22224,Points,W,88KG,2003,David Terrell
22225,Points,W,88KG,2003,David Terrell
22226,Botinha,W,88KG,2003,David Terrell
22227,Points,W,88KG,2003,David Terrell
22228,EBI/OT,L,65KG,2015,Geo Martinez
22229,Pts: 2x0,L,66KG,2015,Geo Martinez
22230,Toe hold,L,66KG,2015,Geo Martinez
22231,Pts: 4x2,L,ABS,2015,Geo Martinez
22232,Armbar,L,65KG,2016,Geo Martinez
22233,Pts: 5x0,L,66KG,2017,Geo Martinez
22234,Pts: 8x2,L,66KG,2017,Geo Martinez
22235,EBI/OT,L,65KG,2018,Geo Martinez
22236,Referee Decision,L,70KG,2018,Geo Martinez
22237,Kneebar,L,ABS,2018,Geo Martinez
22238,Pts: 2x0,L,65KG,2018,Geo Martinez
22239,Pts: 1x0,L,65KG,2018,Geo Martinez
22240,Pts: 2x0,L,61KG,2019,Geo Martinez
22241,Referee Decision,L,66KG,2019,Geo Martinez
22242,RNC,W,66KG,2014,Geo Martinez
22243,Calf Slicer,W,66KG,2014,Geo Martinez
22244,Kimura,W,66KG,2014,Geo Martinez
22245,Darce choke,W,66KG,2014,Geo Martinez
22246,Heel hook,W,65KG,2014,Geo Martinez
22247,Twister,W,65KG,2014,Geo Martinez
22248,Calf slicer,W,65KG,2014,Geo Martinez
22249,EBI/OT,W,65KG,2014,Geo Martinez
22250,Heel hook,W,61KG,2014,Geo Martinez
22251,RNC,W,61KG,2014,Geo Martinez
22252,Calf slicer,W,61KG,2014,Geo Martinez
22253,Calf slicer,W,61KG,2014,Geo Martinez
22254,RNC,W,65KG,2015,Geo Martinez
22255,Armbar,W,66KG,2015,Geo Martinez
22256,Pts: 5x0,W,66KG,2015,Geo Martinez
22257,---,D,64KG,2016,Geo Martinez
22258,Heel hook,W,65KG,2016,Geo Martinez
22259,Triangle,W,65KG,2016,Geo Martinez
22260,Heel hook,W,ABS,2016,Geo Martinez
22261,Darce choke,W,61KG,2016,Geo Martinez
22262,Outside heel hook,W,61KG,2016,Geo Martinez
22263,Katagatame,W,61KG,2016,Geo Martinez
22264,EBI/OT,W,61KG,2016,Geo Martinez
22265,Pts: 3x2,W,66KG,2017,Geo Martinez
22266,Calf slicer,W,65KG,2018,Geo Martinez
22267,EBI/OT,W,65KG,2018,Geo Martinez
22268,EBI/OT,W,65KG,2018,Geo Martinez
22269,---,D,ABS,2018,Geo Martinez
22270,Guillotine,W,ABS,2018,Geo Martinez
22271,---,D,ABS,2018,Geo Martinez
22272,Gogoplata,W,ABS,2018,Geo Martinez
22273,Kneebar,W,ABS,2018,Geo Martinez
22274,Pts: 3x2,W,65KG,2018,Geo Martinez
22275,EBI/OT,W,65KG,2019,Geo Martinez
22276,Pts: 9x1,W,61KG,2019,Geo Martinez
22277,---,D,61KG,2019,Geo Martinez
22278,Pts: 10x6,L,57KG,2014,João Pedro “Somalia”
22279,Adv,L,57KG,2014,João Pedro “Somalia”
22280,Crucifix choke,L,61KG,2014,João Pedro “Somalia”
22281,Armbar,L,64KG,2015,João Pedro “Somalia”
22282,"Pts: 0x0, Adv",L,67KG,2015,João Pedro “Somalia”
22283,Choke from back,L,62KG,2015,João Pedro “Somalia”
22284,Choke from back,L,57KG,2016,João Pedro “Somalia”
22285,Katagatame,L,64KG,2016,João Pedro “Somalia”
22286,Pts: 14x0,L,61KG,2017,João Pedro “Somalia”
22287,Pts: 6x4,L,58KG,2018,João Pedro “Somalia”
22288,Kneebar,L,60KG,2018,João Pedro “Somalia”
22289,Katagatame,L,61KG,2018,João Pedro “Somalia”
22290,Choke,L,64KG,2018,João Pedro “Somalia”
22291,Armbar,L,64KG,2018,João Pedro “Somalia”
22292,Choke from back,L,70KG,2018,João Pedro “Somalia”
22293,Armbar,L,61KG,2018,João Pedro “Somalia”
22294,Pts: 2x0,W,57KG,2014,João Pedro “Somalia”
22295,"Pts: 2x2, Adv",W,57KG,2014,João Pedro “Somalia”
22296,Choke from back,W,57KG,2014,João Pedro “Somalia”
22297,"Pts: 0x0, Pen",W,57KG,2014,João Pedro “Somalia”
22298,Points,W,57KG,2014,João Pedro “Somalia”
22299,Pts: 7x4,W,57KG,2014,João Pedro “Somalia”
22300,Points,W,61KG,2014,João Pedro “Somalia”
22301,Referee Decision,W,64KG,2015,João Pedro “Somalia”
22302,Points,W,64KG,2016,João Pedro “Somalia”
22303,Choke from back,W,64KG,2018,João Pedro “Somalia”
22304,Points,W,64KG,2018,João Pedro “Somalia”
22305,Choke from back,W,64KG,2018,João Pedro “Somalia”
22306,Adv,W,64KG,2018,João Pedro “Somalia”
22307,Darce choke,W,64KG,2018,João Pedro “Somalia”
22308,Points,W,64KG,2018,João Pedro “Somalia”
22309,Points,W,64KG,2018,João Pedro “Somalia”
22310,N/A,W,64KG,2018,João Pedro “Somalia”
22311,N/A,W,64KG,2018,João Pedro “Somalia”
22312,Points,L,94KG,2016,Guilherme Augusto
22313,Pts: 3x0,L,ABS,2016,Guilherme Augusto
22314,Pts: 2x0,L,ABS,2016,Guilherme Augusto
22315,Adv,L,ABS,2016,Guilherme Augusto
22316,Pts: 9x0,L,94KG,2016,Guilherme Augusto
22317,Referee Decision,L,100KG,2016,Guilherme Augusto
22318,Points,L,ABS,2016,Guilherme Augusto
22319,"Pts: 0x0, Adv",L,ABS,2017,Guilherme Augusto
22320,Pts: 8x0,L,94KG,2017,Guilherme Augusto
22321,N/A,L,ABS,2017,Guilherme Augusto
22322,Armbar,L,ABS,2017,Guilherme Augusto
22323,Referee Decision,L,94KG,2017,Guilherme Augusto
22324,Points,L,95KG,2018,Guilherme Augusto
22325,Referee Decision,L,ABS,2018,Guilherme Augusto
22326,Kneebar,L,94KG,2018,Guilherme Augusto
22327,Submission,L,ABS,2018,Guilherme Augusto
22328,Bow and arrow,L,O100KG,2019,Guilherme Augusto
22329,Botinha,L,100KG,2019,Guilherme Augusto
22330,Pts: 2x0,L,100KG,2019,Guilherme Augusto
22331,Armbar,L,ABS,2019,Guilherme Augusto
22332,"Pts: 0x0, Adv",L,O100KG,2019,Guilherme Augusto
22333,Pts: 11x0,W,ABS,2015,Guilherme Augusto
22334,Pts: 4x0,W,ABS,2015,Guilherme Augusto
22335,Americana,W,88KG,2015,Guilherme Augusto
22336,DQ,W,88KG,2015,Guilherme Augusto
22337,Choke from back,W,94KG,2015,Guilherme Augusto
22338,Pts: 7x0,W,94KG,2015,Guilherme Augusto
22339,Choke,W,ABS,2015,Guilherme Augusto
22340,Pts: 12x0,W,94KG,2016,Guilherme Augusto
22341,Pts: 2x0,W,ABS,2016,Guilherme Augusto
22342,Americana,W,94KG,2016,Guilherme Augusto
22343,Choke from back,W,94KG,2016,Guilherme Augusto
22344,Toe hold,W,94KG,2016,Guilherme Augusto
22345,Adv,W,94KG,2016,Guilherme Augusto
22346,Arm in Ezekiel,W,ABS,2016,Guilherme Augusto
22347,Triangle,W,ABS,2016,Guilherme Augusto
22348,Pts: 2x0,W,94KG,2016,Guilherme Augusto
22349,Choke from back,W,100KG,2016,Guilherme Augusto
22350,Armbar,W,100KG,2016,Guilherme Augusto
22351,Points,W,94KG,2016,Guilherme Augusto
22352,Points,W,ABS,2016,Guilherme Augusto
22353,Points,W,94KG,2016,Guilherme Augusto
22354,Choke from back,W,94KG,2017,Guilherme Augusto
22355,Pts: 2x0,W,94KG,2017,Guilherme Augusto
22356,Kimura,W,94KG,2017,Guilherme Augusto
22357,Choke from back,W,94KG,2017,Guilherme Augusto
22358,Pts: 2x0,W,94KG,2017,Guilherme Augusto
22359,N/A,W,100KG,2017,Guilherme Augusto
22360,N/A,W,100KG,2017,Guilherme Augusto
22361,Pts: 5x0,W,94KG,2017,Guilherme Augusto
22362,Pts: 2x0,W,94KG,2017,Guilherme Augusto
22363,"Pts: 0x0, Adv",W,94KG,2017,Guilherme Augusto
22364,Points,W,94KG,2017,Guilherme Augusto
22365,Points,W,94KG,2017,Guilherme Augusto
22366,Points,W,95KG,2018,Guilherme Augusto
22367,Points,W,95KG,2018,Guilherme Augusto
22368,Arm in Ezekiel,W,94KG,2018,Guilherme Augusto
22369,Armbar,W,94KG,2018,Guilherme Augusto
22370,Points,W,95KG,2018,Guilherme Augusto
22371,Pts: 16x0,W,95KG,2018,Guilherme Augusto
22372,N/A,W,ABS,2018,Guilherme Augusto
22373,DQ,W,O100KG,2019,Guilherme Augusto
22374,Triangle armbar,W,100KG,2019,Guilherme Augusto
22375,Points,W,100KG,2019,Guilherme Augusto
22376,"Pts: 2x2, Adv",W,100KG,2019,Guilherme Augusto
22377,Pts: 6x0,W,100KG,2019,Guilherme Augusto
22378,Pts: 3x0,W,100KG,2019,Guilherme Augusto
22379,N/A,W,100KG,2019,Guilherme Augusto
22380,N/A,W,100KG,2019,Guilherme Augusto
22381,N/A,W,ABS,2019,Guilherme Augusto
22382,Armbar,W,ABS,2019,Guilherme Augusto
22383,Pts: 9x4,W,ABS,2019,Guilherme Augusto
22384,Pts: 4x2,W,ABS,2019,Guilherme Augusto
22385,Kimura,W,ABS,2019,Guilherme Augusto
22386,Arm in Ezekiel,W,ABS,2019,Guilherme Augusto
22387,Submission,W,ABS,2019,Guilherme Augusto
22388,Points,W,ABS,2019,Guilherme Augusto
22389,"Pts: 0x0, Adv",W,ABS,2019,Guilherme Augusto
22390,Armbar,L,ABS,2010,Osvaldo “Queixinho” Moizinho
22391,Pts: 4x2,L,70KG,2011,Osvaldo “Queixinho” Moizinho
22392,RNC,L,70KG,2012,Osvaldo “Queixinho” Moizinho
22393,Inverted triangle,L,70KG,2013,Osvaldo “Queixinho” Moizinho
22394,Pts: 6x2,L,70KG,2013,Osvaldo “Queixinho” Moizinho
22395,Pts: 4x0,L,ABS,2013,Osvaldo “Queixinho” Moizinho
22396,Referee Decision,L,70KG,2013,Osvaldo “Queixinho” Moizinho
22397,Pts: 8x2,L,82KG,2013,Osvaldo “Queixinho” Moizinho
22398,Points,L,70KG,2013,Osvaldo “Queixinho” Moizinho
22399,Kneebar,L,ABS,2013,Osvaldo “Queixinho” Moizinho
22400,Pts: 6x4,L,70KG,2014,Osvaldo “Queixinho” Moizinho
22401,Pts: 2x0,L,70KG,2014,Osvaldo “Queixinho” Moizinho
22402,Pts: 2x0,L,70KG,2014,Osvaldo “Queixinho” Moizinho
22403,Pts: 2x0,L,70KG,2014,Osvaldo “Queixinho” Moizinho
22404,Triangle,L,ABS,2014,Osvaldo “Queixinho” Moizinho
22405,Choke,L,ABS,2014,Osvaldo “Queixinho” Moizinho
22406,Referee Decision,L,70KG,2014,Osvaldo “Queixinho” Moizinho
22407,Choke from back,L,ABS,2015,Osvaldo “Queixinho” Moizinho
22408,RNC,L,ABS,2015,Osvaldo “Queixinho” Moizinho
22409,Pts: 6x4,L,70KG,2015,Osvaldo “Queixinho” Moizinho
22410,Pts: 3x0,L,70KG,2015,Osvaldo “Queixinho” Moizinho
22411,Pts: 6x4,L,69KG,2015,Osvaldo “Queixinho” Moizinho
22412,Pts: 9x0,L,ABS,2016,Osvaldo “Queixinho” Moizinho
22413,"Pts: 6x6, Adv",L,70KG,2016,Osvaldo “Queixinho” Moizinho
22414,Triangle armbar,L,70KG,2016,Osvaldo “Queixinho” Moizinho
22415,Armbar,L,76KG,2016,Osvaldo “Queixinho” Moizinho
22416,Referee Decision,L,ABS,2016,Osvaldo “Queixinho” Moizinho
22417,Adv,L,76KG,2016,Osvaldo “Queixinho” Moizinho
22418,Points,L,76KG,2017,Osvaldo “Queixinho” Moizinho
22419,Pts: 9x2,L,70KG,2017,Osvaldo “Queixinho” Moizinho
22420,Referee Decision,L,70KG,2017,Osvaldo “Queixinho” Moizinho
22421,Pts: 6x6,L,70KG,2017,Osvaldo “Queixinho” Moizinho
22422,Points,L,65KG,2017,Osvaldo “Queixinho” Moizinho
22423,Pts: 2x0,L,76KG,2017,Osvaldo “Queixinho” Moizinho
22424,Referee Decision,L,65KG,2017,Osvaldo “Queixinho” Moizinho
22425,"Pts: 2x2, Adv",L,70KG,2018,Osvaldo “Queixinho” Moizinho
22426,Points,L,65KG,2018,Osvaldo “Queixinho” Moizinho
22427,Pts: 2x0,L,70KG,2018,Osvaldo “Queixinho” Moizinho
22428,Points,L,65KG,2018,Osvaldo “Queixinho” Moizinho
22429,"Pts: 2x2, Adv",L,76KG,2019,Osvaldo “Queixinho” Moizinho
22430,Pts: 4x0,L,76KG,2019,Osvaldo “Queixinho” Moizinho
22431,Pts: 4x2,L,70KG,2019,Osvaldo “Queixinho” Moizinho
22432,Points,W,ABS,2010,Osvaldo “Queixinho” Moizinho
22433,Choke from back,W,70KG,2011,Osvaldo “Queixinho” Moizinho
22434,DQ,W,70KG,2011,Osvaldo “Queixinho” Moizinho
22435,Points,W,70KG,2011,Osvaldo “Queixinho” Moizinho
22436,Triangle,W,70KG,2011,Osvaldo “Queixinho” Moizinho
22437,Toe hold,W,ABS,2012,Osvaldo “Queixinho” Moizinho
22438,Points,W,70KG,2012,Osvaldo “Queixinho” Moizinho
22439,Toe hold,W,70KG,2012,Osvaldo “Queixinho” Moizinho
22440,Points,W,70KG,2012,Osvaldo “Queixinho” Moizinho
22441,Points,W,70KG,2012,Osvaldo “Queixinho” Moizinho
22442,DQ,W,70KG,2012,Osvaldo “Queixinho” Moizinho
22443,Points,W,70KG,2012,Osvaldo “Queixinho” Moizinho
22444,Pts: 2x0,W,70KG,2012,Osvaldo “Queixinho” Moizinho
22445,Points,W,70KG,2012,Osvaldo “Queixinho” Moizinho
22446,DQ,W,76KG,2013,Osvaldo “Queixinho” Moizinho
22447,Pts: 2x0,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22448,Points,W,74KG,2013,Osvaldo “Queixinho” Moizinho
22449,Points,W,74KG,2013,Osvaldo “Queixinho” Moizinho
22450,N/A,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22451,Referee Decision,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22452,Pts: 2x0,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22453,Points,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22454,Pts: 2x0,W,ABS,2013,Osvaldo “Queixinho” Moizinho
22455,Points,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22456,Pts: 6x2,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22457,Points,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22458,Points,W,ABS,2013,Osvaldo “Queixinho” Moizinho
22459,Choke,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22460,DQ,W,70KG,2013,Osvaldo “Queixinho” Moizinho
22461,Adv,W,76KG,2013,Osvaldo “Queixinho” Moizinho
22462,Points,W,76KG,2013,Osvaldo “Queixinho” Moizinho
22463,Pts: 4x0,W,ABS,2013,Osvaldo “Queixinho” Moizinho
22464,Triangle,W,ABS,2013,Osvaldo “Queixinho” Moizinho
22465,Footlock,W,70KG,2014,Osvaldo “Queixinho” Moizinho
22466,Pts: 4x0,W,70KG,2014,Osvaldo “Queixinho” Moizinho
22467,Pts: 7x0,W,76KG,2014,Osvaldo “Queixinho” Moizinho
22468,Points,W,ABS,2014,Osvaldo “Queixinho” Moizinho
22469,"Pts: 0x0, Adv",W,ABS,2014,Osvaldo “Queixinho” Moizinho
22470,"Pts: 0x0, Adv",W,ABS,2014,Osvaldo “Queixinho” Moizinho
22471,Triangle,W,64KG,2014,Osvaldo “Queixinho” Moizinho
22472,Referee Decision,W,ABS,2014,Osvaldo “Queixinho” Moizinho
22473,Omoplata,W,ABS,2014,Osvaldo “Queixinho” Moizinho
22474,Toe hold,W,70KG,2014,Osvaldo “Queixinho” Moizinho
22475,Points,W,76KG,2014,Osvaldo “Queixinho” Moizinho
22476,DQ,W,76KG,2014,Osvaldo “Queixinho” Moizinho
22477,Points,W,70KG,2014,Osvaldo “Queixinho” Moizinho
22478,Pts: 2x0,W,70KG,2014,Osvaldo “Queixinho” Moizinho
22479,"Pts: 2x2, Adv",W,70KG,2014,Osvaldo “Queixinho” Moizinho
22480,Pts: 4x0,W,67KG,2014,Osvaldo “Queixinho” Moizinho
22481,Referee Decision,W,67KG,2014,Osvaldo “Queixinho” Moizinho
22482,Choke from back,W,70KG,2014,Osvaldo “Queixinho” Moizinho
22483,Referee Decision,W,70KG,2014,Osvaldo “Queixinho” Moizinho
22484,Choke from back,W,70KG,2015,Osvaldo “Queixinho” Moizinho
22485,"Pts: 0x0, Adv",W,70KG,2015,Osvaldo “Queixinho” Moizinho
22486,"Pts: 0x0, Adv",W,70KG,2015,Osvaldo “Queixinho” Moizinho
22487,Pts: 4x2,W,70KG,2015,Osvaldo “Queixinho” Moizinho
22488,Choke from back,W,82KG,2015,Osvaldo “Queixinho” Moizinho
22489,Pts: 6x4,W,82KG,2015,Osvaldo “Queixinho” Moizinho
22490,Points,W,76KG,2015,Osvaldo “Queixinho” Moizinho
22491,Armbar,W,76KG,2015,Osvaldo “Queixinho” Moizinho
22492,Omoplata,W,76KG,2015,Osvaldo “Queixinho” Moizinho
22493,Points,W,ABS,2015,Osvaldo “Queixinho” Moizinho
22494,Points,W,76KG,2015,Osvaldo “Queixinho” Moizinho
22495,Pts: 6x4,W,76KG,2015,Osvaldo “Queixinho” Moizinho
22496,Referee Decision,W,69KG,2015,Osvaldo “Queixinho” Moizinho
22497,Omoplata,W,67KG,2015,Osvaldo “Queixinho” Moizinho
22498,Referee Decision,W,67KG,2015,Osvaldo “Queixinho” Moizinho
22499,"Pts: 8x8, Adv",W,67KG,2015,Osvaldo “Queixinho” Moizinho
22500,---,D,ABS,2015,Osvaldo “Queixinho” Moizinho
22501,N/A,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22502,N/A,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22503,N/A,W,70KG,2016,Osvaldo “Queixinho” Moizinho
22504,"Pts: 8x8, Adv",W,70KG,2016,Osvaldo “Queixinho” Moizinho
22505,Loop choke,W,70KG,2016,Osvaldo “Queixinho” Moizinho
22506,Armbar,W,70KG,2016,Osvaldo “Queixinho” Moizinho
22507,Pts: 2x0,W,70KG,2016,Osvaldo “Queixinho” Moizinho
22508,Toe hold,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22509,Choke from back,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22510,Armbar,W,73KG,2016,Osvaldo “Queixinho” Moizinho
22511,Points,W,73KG,2016,Osvaldo “Queixinho” Moizinho
22512,N/A,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22513,N/A,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22514,N/A,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22515,Pts: 2x0,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22516,Pts: 2x0,W,ABS,2016,Osvaldo “Queixinho” Moizinho
22517,Points,W,ABS,2016,Osvaldo “Queixinho” Moizinho
22518,---,D,ABS,2016,Osvaldo “Queixinho” Moizinho
22519,Brabo choke,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22520,Points,W,76KG,2016,Osvaldo “Queixinho” Moizinho
22521,Kneebar,W,67KG,2016,Osvaldo “Queixinho” Moizinho
22522,"Pts: 0x0, Adv",W,67KG,2016,Osvaldo “Queixinho” Moizinho
